date,confirmed,deaths,recovered,active
2020-01-22,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0
2020-01-25,0.0,0.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0
2020-02-01,1.0,0.0,0.0,1.0
2020-02-02,1.0,0.0,0.0,1.0
2020-02-03,1.0,0.0,0.0,1.0
2020-02-04,1.0,0.0,0.0,1.0
2020-02-05,1.0,0.0,0.0,1.0
2020-02-06,1.0,0.0,0.0,1.0
2020-02-07,1.0,0.0,0.0,1.0
2020-02-08,1.0,0.0,0.0,1.0
2020-02-09,2.0,0.0,0.0,2.0
2020-02-10,2.0,0.0,0.0,2.0
2020-02-11,2.0,0.0,0.0,2.0
2020-02-12,2.0,0.0,0.0,2.0
2020-02-13,2.0,0.0,0.0,2.0
2020-02-14,2.0,0.0,0.0,2.0
2020-02-15,2.0,0.0,2.0,0.0
2020-02-16,2.0,0.0,2.0,0.0
2020-02-17,2.0,0.0,2.0,0.0
2020-02-18,2.0,0.0,2.0,0.0
2020-02-19,2.0,0.0,2.0,0.0
2020-02-20,2.0,0.0,2.0,0.0
2020-02-21,2.0,0.0,2.0,0.0
2020-02-22,2.0,0.0,2.0,0.0
2020-02-23,2.0,0.0,2.0,0.0
2020-02-24,2.0,0.0,2.0,0.0
2020-02-25,6.0,0.0,2.0,4.0
2020-02-26,13.0,0.0,2.0,11.0
2020-02-27,15.0,0.0,2.0,13.0
2020-02-28,32.0,0.0,2.0,30.0
2020-02-29,45.0,0.0,2.0,43.0
2020-03-01,84.0,0.0,2.0,82.0
2020-03-02,120.0,0.0,2.0,118.0
2020-03-03,165.0,1.0,2.0,162.0
2020-03-04,222.0,2.0,2.0,218.0
2020-03-05,259.0,3.0,2.0,254.0
2020-03-06,400.0,5.0,2.0,393.0
2020-03-07,500.0,10.0,30.0,460.0
2020-03-08,673.0,17.0,30.0,626.0
2020-03-09,1073.0,28.0,32.0,1013.0
2020-03-10,1695.0,35.0,32.0,1628.0
2020-03-11,2277.0,54.0,183.0,2040.0
2020-03-12,2277.0,55.0,183.0,2039.0
2020-03-13,5232.0,133.0,193.0,4906.0
2020-03-14,6391.0,195.0,517.0,5679.0
2020-03-15,7798.0,289.0,517.0,6992.0
2020-03-16,9942.0,342.0,530.0,9070.0
2020-03-17,11748.0,533.0,1028.0,10187.0
2020-03-18,13910.0,623.0,1081.0,12206.0
2020-03-19,17963.0,830.0,1107.0,16026.0
2020-03-20,20410.0,1043.0,1588.0,17779.0
2020-03-21,25374.0,1375.0,2125.0,21874.0
2020-03-22,28603.0,1756.0,2125.0,24722.0
2020-03-23,35136.0,2311.0,3355.0,29470.0
2020-03-24,39885.0,2808.0,3794.0,33283.0
2020-03-25,49515.0,3647.0,5367.0,40501.0
2020-03-26,57786.0,4365.0,7015.0,46406.0
2020-03-27,65719.0,5138.0,9357.0,51224.0
2020-03-28,73235.0,5982.0,12285.0,54968.0
2020-03-29,80110.0,6803.0,14709.0,58598.0
2020-03-30,87956.0,7716.0,16780.0,63460.0
2020-03-31,95923.0,8464.0,19259.0,68200.0
2020-04-01,104118.0,9387.0,22647.0,72084.0
2020-04-02,112065.0,10348.0,26743.0,74974.0
2020-04-03,119199.0,11198.0,30513.0,77488.0
2020-04-04,126168.0,11947.0,34219.0,80002.0
2020-04-05,131646.0,12641.0,38080.0,80925.0
2020-04-06,136675.0,13341.0,40437.0,82897.0
2020-04-07,141942.0,14045.0,43208.0,84689.0
2020-04-08,148220.0,14792.0,48021.0,85407.0
2020-04-09,153222.0,15447.0,52165.0,85610.0
2020-04-10,158273.0,16081.0,55668.0,86524.0
2020-04-11,163027.0,16606.0,59109.0,87312.0
2020-04-12,166831.0,17209.0,62391.0,87231.0
2020-04-13,170099.0,17756.0,64727.0,87616.0
2020-04-14,172541.0,18056.0,67504.0,86981.0
2020-04-15,177644.0,18708.0,70853.0,88083.0
2020-04-16,184948.0,19315.0,74797.0,90836.0
2020-04-17,190839.0,20002.0,74797.0,96040.0
2020-04-18,191726.0,20043.0,74797.0,96886.0
2020-04-19,198674.0,20453.0,77357.0,100864.0
2020-04-20,200210.0,20852.0,80587.0,98771.0
2020-04-21,204178.0,21282.0,82514.0,100382.0
2020-04-22,208389.0,21717.0,85915.0,100757.0
2020-04-23,213024.0,22157.0,89250.0,101617.0
2020-04-24,219764.0,22524.0,92355.0,104885.0
2020-04-25,223759.0,22902.0,95708.0,105149.0
2020-04-26,226629.0,23190.0,117727.0,85712.0
2020-04-27,229422.0,23521.0,120832.0,85069.0
2020-04-28,232128.0,23822.0,123903.0,84403.0
2020-04-29,236899.0,24275.0,132929.0,79695.0
2020-04-30,213435.0,24543.0,112050.0,76842.0
2020-05-01,213435.0,24543.0,112050.0,76842.0
2020-05-02,216582.0,25100.0,117248.0,74234.0
2020-05-03,217466.0,25264.0,118902.0,73300.0
2020-05-04,218011.0,25428.0,121343.0,71240.0
2020-05-05,219329.0,25613.0,123486.0,70230.0
2020-05-06,220325.0,25857.0,126002.0,68466.0
2020-05-07,221447.0,26070.0,128511.0,66866.0
2020-05-08,222857.0,26299.0,131148.0,65410.0
2020-05-09,223578.0,26478.0,133952.0,63148.0
2020-05-10,224350.0,26621.0,136166.0,61563.0
2020-05-11,227436.0,26744.0,137139.0,63553.0
2020-05-12,228030.0,26920.0,138980.0,62130.0
2020-05-13,228691.0,27104.0,140823.0,60764.0
2020-05-14,229540.0,27321.0,143374.0,58845.0
2020-05-15,230183.0,27459.0,144783.0,57941.0
2020-05-16,230698.0,27563.0,146446.0,56689.0
2020-05-17,230698.0,27563.0,146446.0,56689.0
2020-05-18,231606.0,27709.0,150376.0,53521.0
2020-05-19,232037.0,27778.0,150376.0,53883.0
2020-05-20,232555.0,27888.0,150376.0,54291.0
2020-05-21,233037.0,27940.0,150376.0,54721.0
2020-05-22,234824.0,28628.0,150376.0,55820.0
2020-05-23,235290.0,28678.0,150376.0,56236.0
2020-05-24,235772.0,28752.0,150376.0,56644.0
2020-05-25,235400.0,26834.0,150376.0,58190.0
2020-05-26,236259.0,27117.0,150376.0,58766.0
2020-05-27,236259.0,27117.0,150376.0,58766.0
2020-05-28,237906.0,27119.0,150376.0,60411.0
2020-05-29,238564.0,27121.0,150376.0,61067.0
